pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8638,234,37,37021,108730,21260,NA,O,5670,54,NA,3,1,6,4,3,1,3,5,2,1,2,2,0,2,NA,2,2,3,1,2,2,0,1444,2,1,4,3,NA,NA,DOLTON,60419,6330,0.069352291,0.875987362,0.005055292,0.03728278,0.02464455,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
8639,205,22,22111,385150,60350,NA,W,7100,92,NA,2,1,6,3,1,3,2,5,1,1,1,1,1,2,2,2,2,1,2,2,2,0,1629,2,1,2,3,NA,NA,PARK RIDGE,60068,3946,0.809173847,0.00430816,0.047643183,0.095793208,0.055752661,57875,Park Ridge,0,0,6,1,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
8640,203,72,72030,148400,31500,NA,T,3150,49,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,2,2,2,2,0,1130,2,1,1,NA,NA,NA,CHICAGO,60629,7784,0.188591984,0.03147482,0,0.778134635,0.001798561,14000,Chicago,0,0,4,0,0,0,PASTEUR,HANCOCK HS,6.934,54667,FALSE,TRUE,TRUE
8641,203,72,72030,115070,56700,NA,W,5670,79,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1184,2,1,1,NA,NA,NA,CHICAGO,60632,4819,0.086739988,0,0.066403818,0.846856194,0,14000,Chicago,0,0,1,0,0,0,PECK,CURIE HS,6.934,56339,FALSE,TRUE,TRUE
8642,205,27,27100,224130,32280,NA,W,3150,98,NA,1,1,6,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1140,2,1,2,NA,NA,NA,OAK PARK,60304,4692,0.599104859,0.179028133,0.050724638,0.114876385,0.111466326,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,91250,FALSE,TRUE,TRUE
8643,203,18,18020,146560,23250,NA,W,6644,53,NA,1,1,7,3,4,3,1,5,2,1,1,1,1,2,2,2,2,2,1,1,2,0,1498,2,1,1,3,NA,NA,STREAMWOOD,60107,3206,0.385527137,0.072364317,0.06768559,0.453212726,0.042420462,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,87742,FALSE,TRUE,TRUE
8644,202,34,34010,166500,49210,NA,W,5625,70,NA,2,1,4,2,1,3,1,5,1,0,3,1,0,NA,NA,2,2,2,1,2,2,0,947,2,1,1,NA,NA,NA,NORTH RIVERSIDE,60546,5025,0.615323383,0.030845771,0.006567164,0.32278607,0.048955224,54144,North Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,10.428,63383,FALSE,TRUE,TRUE
8645,234,32,32255,85530,71480,NA,W,15050,64,NA,3,1,6,4,3,1,2,5,2,0,3,2,0,NA,NA,2,2,1,3,1,2,0,1428,2,1,4,NA,NA,NA,FLOSSMOOR,60422,6246,0.454691002,0.481588216,0.006243996,0.042747358,0.027057317,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.481,106079,FALSE,TRUE,TRUE
8646,234,22,22022,244680,47320,NA,W,7280,58,NA,3,1,8,3,3,1,1,5,2,0,2,1,1,2,NA,2,2,3,1,2,2,0,1251,2,1,4,3,NA,NA,DES PLAINES,60016,3581,0.676905892,0.02094387,0.190170343,0.110304384,0.003351019,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,89139,FALSE,TRUE,TRUE
8647,278,28,28088,231860,55880,NA,T,10160,35,NA,3,1,8,3,3,3,1,5,1,1,3,1,1,2,2,2,2,4,2,1,1,0,2432,2,1,2,NA,NA,NA,ORLAND PARK,60462,7020,0.862678063,0.02008547,0.01039886,0.073789174,0.066096866,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,91250,FALSE,TRUE,TRUE
8648,202,72,72330,60790,20620,NA,W,3750,95,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,950,2,1,1,NA,NA,NA,CHICAGO,60628,4644,0.019164513,0.954134367,0,0.012489233,0.028423773,14000,Chicago,0,0,1,0,0,0,CURTIS,FENGER HS,6.908,44436,FALSE,TRUE,TRUE
8649,203,39,39130,172810,22500,NA,W,3750,43,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1060,2,1,1,NA,NA,NA,OAK LAWN,60453,4368,0.655906593,0.05242674,0.092261905,0.191163004,0.016483516,54820,Oak Lawn,0,1,4,0,0,1,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,54241,FALSE,FALSE,TRUE
8650,204,38,38100,362490,84700,NA,T,5842,37,NA,2,1,7,3,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2400,2,1,1,NA,NA,NA,NORTHBROOK,60062,5487,0.504829597,0.034991799,0.103152907,0.328230363,0.053034445,53481,Northbrook,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,9.946,60833,FALSE,TRUE,TRUE
8651,203,29,29100,172560,24380,NA,W,7502,64,NA,1,1,5,3,3,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1055,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,4566,0.749014455,0.019710907,0.046868156,0.167323697,0.034165572,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,72627,FALSE,TRUE,TRUE
8652,211,70,70080,119250,56250,NA,W,6250,95,6,2,2,30,12,1,3,2,5,2,0,3,6,0,2,1,2,2,8,1,2,2,0,9669,2,2,3,NA,NA,2,CHICAGO,60649,2828,0.011315417,0.957567185,0,0.003182461,0.055869873,14000,Chicago,0,0,1,0,0,0,BRADWELL,CHICAGO VOCATIONAL HS,6.883864648,49413,FALSE,TRUE,TRUE
8653,209,10,10023,957200,118480,AV,W,59242,48,NA,3,1,14,7,3,3,1,5,1,1,1,5,1,2,1,2,2,8,2,1,1,0,6963,2,1,2,1,NA,NA,SOUTH BARRINGTON,60010,8784,0.669398907,0.014344262,0.257513661,0.034836066,0.029599271,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.257,148670,TRUE,TRUE,TRUE
8654,205,23,23093,472200,125000,NA,W,6250,95,NA,2,1,7,4,1,3,1,5,2,1,2,2,0,NA,NA,2,2,3,1,2,2,0,1900,2,1,2,3,NA,NA,WILMETTE,60091,4880,0.875204918,2.05E-04,0.071721311,0.018237705,0.069262295,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,162328,FALSE,TRUE,TRUE
8655,206,17,17090,615420,136210,NA,W,9394,127,NA,3,1,8,4,1,1,1,5,1,4,2,2,1,2,2,2,2,1,1,1,2,0,2626,2,1,2,1,NA,1,EVANSTON,60201,3115,0.35505618,0.380417335,0.037239165,0.190690209,0.073194222,24582,Evanston,0,0,5,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,90625,FALSE,TRUE,TRUE
8656,203,37,37171,62750,21840,NA,T,6240,63,NA,1,1,5,3,1,1,1,5,2,0,3,1,1,NA,NA,2,2,1,1,2,2,0,1056,2,1,1,NA,NA,NA,THORNTON,60476,3178,0.589993707,0.285714286,0.012271869,0.09502832,0.033983638,75185,Thornton,0,0,1,0,0,0,SCHOOL DISTRICT  154,THORNTON TOWNSHIP HIGH SCHOOL  205,20.04,57449,FALSE,TRUE,TRUE
8657,204,26,26050,369240,59500,NA,T,8500,63,NA,2,1,8,4,1,1,1,5,1,0,1,3,0,2,2,2,2,3,2,1,2,0,2100,2,1,5,1,NA,NA,PARK RIDGE,60068,5355,0.886087768,1.87E-04,0.027824463,0.067226891,0.037348273,NA,NA,1,0,1,0,0,0,SCHOOL DISTRICT  79,MAINE TOWNSHIP HIGH SCHOOL  207,6.682,105598,FALSE,TRUE,TRUE
8658,210,70,70180,69210,13240,NA,W,2408,72,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1013,2,1,2,NA,NA,1,CHICAGO,60617,5126,0.00351151,0.992196645,0,0.004291845,0,14000,Chicago,0,0,1,0,0,0,BURNHAM,BOWEN HS,6.908,30069,FALSE,TRUE,TRUE
8659,202,72,72170,29590,23430,NA,W,3125,117,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,882,2,1,1,NA,NA,NA,CHICAGO,60621,2433,0,0.965474723,0,0.023427867,0.011097411,14000,Chicago,0,0,6,0,0,0,STAGG,ROBESON HS,6.873317191,38385,FALSE,FALSE,TRUE
8660,278,29,29013,344310,61180,NA,W,22250,51,NA,2,1,8,5,1,3,1,5,2,1,2,2,1,NA,NA,2,2,3,2,1,2,0,2283,2,1,2,3,NA,NA,BARRINGTON,60010,7375,0.662779661,0.027254237,0.118779661,0.152135593,0.074711864,3844,Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.317,67773,FALSE,TRUE,TRUE
8661,234,32,32055,137860,30370,NA,W,8100,48,NA,3,1,8,3,3,1,1,5,2,1,2,1,2,NA,NA,2,2,3,3,1,2,0,1380,2,1,4,3,NA,NA,FLOSSMOOR,60422,6420,0.140186916,0.829750779,0.018691589,0.009345794,0.002024922,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.481,77518,FALSE,TRUE,TRUE
8662,207,16,16010,191780,58690,NA,W,9030,53,NA,3,1,7,3,3,3,1,5,2,1,3,2,1,2,NA,2,2,3,2,1,1,333,1727,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,4182,0.827594452,0.027259684,0.091104735,0.051889048,0.004304161,2154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.529,87889,FALSE,TRUE,TRUE
8663,202,39,39080,131620,37800,NA,T,6300,69,NA,2,1,5,2,1,3,1,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,969,2,1,1,3,NA,NA,EVERGREEN PARK,60805,4691,0.793007887,0.191856747,0,0.015135366,0,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,87500,FALSE,TRUE,TRUE
8664,278,76,76011,580360,290370,NA,T,2525,27,NA,1,1,8,4,1,1,1,5,1,1,3,2,1,2,2,2,2,3,1,2,2,0,2108,2,1,2,NA,NA,NA,CHICAGO,60605,3475,0.448057554,0.30676259,0.196546763,0.016690647,0.061294964,14000,Chicago,0,0,5,0,0,0,SOUTH LOOP,PHILLIPS HS,6.89,77578,FALSE,TRUE,TRUE
8665,211,77,77020,165510,41320,NA,O,2952,123,2,2,1,8,4,2,3,1,2,2,0,3,2,2,2,NA,2,2,3,1,2,2,0,1344,2,2,2,NA,NA,1,CHICAGO,60651,4965,0.196978852,0.168378651,0.021752266,0.567573011,0.074118832,14000,Chicago,0,0,1,0,0,0,LOWELL,ORR HS,6.89,43438,FALSE,TRUE,TRUE
8666,295,25,25160,530630,42450,NA,W,3538,20,NA,2,1,7,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,1,2,2,0,2296,2,1,2,NA,NA,NA,GLENVIEW,60026,5386,0.751021166,0.010768659,0.1498329,0.050872633,0.068510954,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,112969,FALSE,TRUE,TRUE
8667,209,73,73093,1727530,364320,NA,O,5060,9,NA,2,1,11,5,1,1,1,5,1,4,1,4,2,2,2,2,2,5,2,2,2,0,5468,2,1,2,1,NA,NA,CHICAGO,60614,3421,0.823151125,0.06810874,0.057293189,0.03332359,0.036246711,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,155729,TRUE,TRUE,TRUE
8668,234,35,35112,207760,62400,NA,O,9245,49,NA,1,1,4,2,3,1,1,5,1,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1051,2,1,4,NA,NA,NA,SCHAUMBURG,60193,4224,0.812973485,0.030776515,0.129498106,0.007339015,0.036931818,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655,99643,FALSE,FALSE,TRUE
8669,207,18,18010,152530,55180,NA,W,5660,40,NA,1,1,7,4,2,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,1,0,1822,2,1,2,NA,NA,NA,STREAMWOOD,60107,7060,0.489376771,0.052974504,0.07082153,0.372946176,0.02776204,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,TRUE,TRUE
8670,204,21,21062,352740,22830,NA,W,3149,1,NA,1,1,5,2,1,1,1,5,1,1,3,2,1,2,2,2,2,5,1,1,2,0,2436,2,1,1,NA,NA,NA,NA,NA,7653,0.773030184,0.008493401,0.05370443,0.133542402,0.05880047,9980,Burr Ridge,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,7.146,106317,FALSE,TRUE,TRUE
8671,234,28,28102,211760,81250,NA,W,12500,41,NA,3,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,1788,2,1,4,NA,NA,NA,ORLAND PARK,60462,7035,0.833546553,0.068656716,0.020895522,0.076901208,0,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,66027,FALSE,TRUE,TRUE
8672,203,38,38070,208600,39060,NA,W,6250,61,NA,2,1,6,3,1,3,1,5,1,1,3,1,0,2,NA,2,2,1,2,1,2,0,1118,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60005,6159,0.893489203,0.003409644,0.046111382,0.040591005,0.023218055,2154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,116667,FALSE,TRUE,TRUE
8673,202,39,39211,120340,53870,NA,W,10774,60,NA,3,1,4,2,4,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,989,2,1,5,3,NA,NA,CRESTWOOD,60418,6296,0.902795426,0.026365947,0.024459975,0.046060991,3.18E-04,17497,Crestwood,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,11.639,63017,FALSE,TRUE,TRUE
8674,211,71,71180,151890,45670,NA,W,3150,112,2,1,1,9,4,1,1,1,5,2,0,1,2,0,2,2,2,2,7,NA,NA,NA,0,1728,2,2,5,2,NA,1,CHICAGO,60639,3746,0.08115323,0.033101975,0.008542445,0.873198078,0.004004271,14000,Chicago,0,0,1,0,0,0,LLOYD,KELVYN PARK HS,6.915,42109,FALSE,FALSE,TRUE
8675,203,22,22150,362810,65100,NA,T,6200,94,NA,2,1,7,3,1,3,1,5,2,1,1,1,1,2,2,2,2,3,1,2,2,0,1671,2,1,5,1,NA,NA,PARK RIDGE,60068,5094,0.880447585,0,0.021201413,0.088142913,0.020416176,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,113576,FALSE,TRUE,TRUE
8676,278,72,72271,290680,90500,NA,W,9050,53,NA,2,1,8,5,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2282,2,1,2,NA,NA,NA,CHICAGO,60643,4047,0.390412651,0.521373857,0.004941932,0.050901903,0.055349642,14000,Chicago,0,0,1,0,0,0,KELLOGG,MORGAN PARK HS,6.908,73300,FALSE,TRUE,TRUE
8677,234,21,21071,372320,108500,NA,W,14000,57,NA,3,1,6,3,3,1,1,5,1,2,3,2,1,NA,NA,2,2,3,3,1,2,0,1793,2,1,4,NA,NA,NA,WESTERN SPRINGS,60558,7043,0.879596763,0.010506886,0.061195513,0.035070283,0.024563396,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,8.167,100339,FALSE,TRUE,TRUE
8678,204,25,25180,457280,272370,NA,T,22698,68,NA,3,1,7,4,1,1,1,5,1,2,3,2,2,2,2,2,2,4,3,1,2,0,2675,2,1,1,NA,NA,NA,GLENVIEW,60025,4792,0.895033389,0.018989983,0.030050083,0.046535893,0.018781302,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
8679,205,70,70100,60230,30000,NA,O,3000,73,NA,2,1,6,3,3,1,2,5,2,0,2,1,1,2,NA,2,2,3,1,2,2,0,1173,2,1,2,1,NA,1,CHICAGO,60617,3483,0.015790985,0.91271892,0,0.064025266,0.007464829,14000,Chicago,0,0,4,1,0,0,COLES,CHICAGO VOCATIONAL HS,6.883864648,27391,FALSE,TRUE,TRUE
8680,203,12,12086,49210,24150,NA,O,6900,54,NA,2,1,6,3,4,3,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1149,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,4223,0.268292683,0.529244613,0.007103955,0.13118636,0.123135212,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.75,70313,FALSE,TRUE,TRUE
8681,203,72,72380,182270,51050,NA,W,5105,66,NA,2,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1418,2,1,5,1,NA,NA,CHICAGO,60638,6064,0.534630607,0.008080475,0,0.434531662,0.040402375,14000,Chicago,0,0,1,0,0,0,BYRNE,KENNEDY HS,6.934,99667,FALSE,TRUE,TRUE
8682,278,18,18035,167060,156850,NA,W,26143,23,NA,1,1,8,4,1,3,1,5,1,0,3,3,0,2,NA,2,2,3,1,1,1,0,2698,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60192,8215,0.437005478,0.009981741,0.30042605,0.242483262,0.020206939,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.794,97420,FALSE,TRUE,TRUE
8683,278,21,21165,342100,79730,NA,W,11390,23,NA,2,1,8,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2994,2,1,2,NA,NA,NA,WILLOW SPRINGS,60480,7653,0.773030184,0.008493401,0.05370443,0.133542402,0.05880047,82049,Willow Springs,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,8.305,106317,FALSE,TRUE,TRUE
8684,205,17,17110,262360,90280,NA,T,7524,71,NA,2,1,7,3,3,3,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1424,2,1,2,NA,NA,NA,EVANSTON,60202,3162,0.546805819,0.281467426,0.042061986,0.097090449,0.06514864,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.14,77162,FALSE,TRUE,TRUE
8685,234,32,32150,110660,28000,NA,W,8000,39,NA,2,1,7,4,3,3,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1150,2,1,4,NA,NA,NA,MATTESON,60443,6900,0.069710145,0.833913043,0.024057971,0.049855072,0.044927536,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.749,85750,FALSE,TRUE,TRUE
8686,295,35,35090,186170,17640,NA,W,2352,42,NA,3,1,6,3,1,3,1,5,1,1,3,2,1,NA,NA,2,2,1,3,1,2,0,1578,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,7151,0.733463851,0.014683261,0.151027828,0.081527059,0.038596001,23256,Elk Grove Village,0,0,2,1,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,104968,FALSE,TRUE,TRUE
8687,203,37,37024,61010,18750,NA,W,5000,75,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1078,2,1,5,1,NA,NA,RIVERDALE,60827,6077,0.039657726,0.877735725,0.003784762,0.048708244,0.060227086,64278,Riverdale,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,32.335,38269,FALSE,TRUE,TRUE
8688,211,15,15030,177850,34960,NA,W,3780,100,2,2,2,10,6,1,1,2,2,2,0,3,2,0,2,2,2,2,2,1,2,2,0,2188,2,2,2,NA,NA,1,CICERO,60804,5243,0.022124738,0.01544917,0.007247759,0.955178333,0,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,51086,FALSE,TRUE,TRUE
8689,205,71,71050,225600,60970,NA,W,4205,98,NA,1,1,6,1,1,3,1,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1566,2,1,2,NA,NA,NA,CHICAGO,60659,5482,0.454213791,0.045421379,0.252462605,0.210324699,0.064939803,14000,Chicago,0,0,7,1,0,0,PETERSON,MATHER HS,6.901516611,56882,FALSE,FALSE,TRUE
8690,204,71,71090,274370,58000,NA,W,4000,97,NA,2,1,7,4,1,1,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1972,2,1,5,NA,NA,NA,CHICAGO,60630,5228,0.600803366,0.017023718,0.033856159,0.298201989,0.086266259,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,6.894,64225,FALSE,TRUE,TRUE
8691,211,72,72070,81010,38910,NA,W,4578,108,2,2,2,8,4,1,2,2,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,1571,2,2,1,NA,NA,1,CHICAGO,60632,6098,0.02181043,0.019678583,0,0.958510987,0,14000,Chicago,0,0,5,0,0,1,NIGHTINGALE,KELLY HS,6.934,42434,FALSE,TRUE,TRUE
8692,203,72,72030,124520,49210,NA,W,4921,60,NA,2,1,5,3,1,3,2,5,2,0,3,1,0,2,NA,2,2,4,1,2,2,0,1170,2,1,1,NA,NA,NA,CHICAGO,60629,5276,0.174184989,0.005496588,0.020090978,0.797005307,0.003222138,14000,Chicago,0,0,3,1,0,0,LEE,HUBBARD HS,6.934,57875,FALSE,TRUE,TRUE
8693,211,77,77103,119040,34540,NA,W,1645,127,2,1,2,7,3,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1440,2,2,2,NA,NA,1,CHICAGO,60612,1596,0.181077694,0.652255639,0.015037594,0.114035088,0.06641604,14000,Chicago,0,0,1,0,0,0,CATHER,MARSHALL HS,6.913,25556,FALSE,FALSE,TRUE
8694,206,20,20080,283410,37490,NA,W,4166,92,NA,3,1,6,4,1,1,1,5,2,0,1,3,1,2,2,2,2,3,2,2,2,0,2539,2,1,2,1,NA,NA,ELMWOOD PARK,60707,5136,0.511292835,0.005841121,0.021222741,0.455996885,0.011292835,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,43587,FALSE,TRUE,TRUE
8695,295,19,19010,388690,7590,NA,W,1381,15,NA,2,1,5,3,1,3,1,5,1,1,3,4,0,2,2,2,2,3,2,1,1,0,2920,2,1,3,NA,NA,NA,LEMONT,60439,5640,0.908865248,0.029078014,0.021276596,0.040780142,0,42795,Lemont,0,0,10,1,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,71250,FALSE,TRUE,TRUE
8696,278,29,29070,265840,50000,NA,W,10000,49,NA,1,1,7,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,2047,2,1,2,NA,NA,NA,PALATINE,60067,4175,0.769341317,0.02011976,0.103473054,0.079281437,0.055568862,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,69417,FALSE,TRUE,TRUE
8697,203,72,72200,107290,33560,NA,T,4195,67,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1118,2,1,1,NA,NA,NA,CHICAGO,60652,4498,0.105157848,0.59693197,0,0.297910182,0,14000,Chicago,0,0,1,0,0,0,CARROLL,BOGAN HS,6.949,68935,FALSE,TRUE,TRUE
8698,211,70,70030,112180,38120,NA,W,3050,117,2,2,2,13,7,1,1,2,5,2,2,3,2,1,2,2,2,2,7,NA,NA,NA,0,2080,2,2,2,NA,NA,1,CHICAGO,60637,3036,0.008893281,0.955862978,0,0.014822134,0.025032938,14000,Chicago,0,0,1,0,0,0,TILL,HYDE PARK HS,6.89,18983,FALSE,FALSE,TRUE
8699,204,31,31141,228200,37500,NA,W,6250,68,NA,2,1,7,4,4,3,1,5,2,0,2,2,1,2,2,2,2,3,1,2,2,0,2177,2,1,1,3,NA,NA,LA GRANGE PARK,60526,4852,0.729802143,0.064921682,0.024319868,0.176422094,0.009068425,40793,La Grange Park,0,0,3,1,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,86331,FALSE,TRUE,TRUE
8700,202,70,70100,53280,29250,NA,W,2925,113,NA,2,1,5,3,1,1,2,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,975,2,1,1,3,NA,2,CHICAGO,60617,2482,0.106768735,0.361804996,0,0.531426269,0,14000,Chicago,0,0,1,0,0,0,MIRELES,BOWEN HS,6.883864648,27976,FALSE,TRUE,TRUE
8701,203,37,37061,60170,17360,NA,W,4960,57,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1226,2,1,1,NA,NA,NA,CALUMET CITY,60409,6780,0.152064897,0.633923304,0.001917404,0.201917404,0.020353982,10487,Calumet City,0,0,3,1,0,0,SCHOOL DISTRICT 156,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,24.795,47390,FALSE,TRUE,TRUE
